QuestionId,Category,FieldCategory,Title,Prompt,FollowUpQuestions,ModelAnswer,University,Difficulty,Reference,Source
NLM-271,面接,共通・汎用,専門用語を使わない説明,志望分野の魅力を、小学生にも伝わる言葉で説明してください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「専門用語を使わない説明」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、専門用語を日常の例や比喩に置き換え、相手の反応を確かめながら一つの核心だけを伝える
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「専門用語を使わない説明」の論点を正確に捉え、専門用語を日常の例や比喩に置き換え、相手の反応を確かめながら一つの核心だけを伝える、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-272,面接,共通・汎用,研究成果の悪用リスク,自分の研究が悪用される可能性がある場合、研究者はどこまで責任を負うべきですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「研究成果の悪用リスク」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、研究の便益とデュアルユースの危険を評価し、公開範囲・審査・利用条件・追跡責任を設計する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「研究成果の悪用リスク」の論点を正確に捉え、研究の便益とデュアルユースの危険を評価し、公開範囲・審査・利用条件・追跡責任を設計する、という観点を具体例とともに一貫して説明できているかを評価する。",,基礎,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-273,面接,共通・汎用,再現性と独創性,研究や作品において、再現できることと独創的であることのどちらを重視しますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「再現性と独創性」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、再現性を信頼の土台、独創性を新しい問いや価値の創出として位置づけ、段階に応じて両立させる
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「再現性と独創性」の論点を正確に捉え、再現性を信頼の土台、独創性を新しい問いや価値の創出として位置づけ、段階に応じて両立させる、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-274,面接,共通・汎用,多数決を使わない合意形成,多数決以外の方法で意見をまとめた経験、または方法を説明してください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「多数決を使わない合意形成」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、少数意見を残した対話、合意できる条件の探索、試行期間付きの暫定合意などを組み合わせる
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「多数決を使わない合意形成」の論点を正確に捉え、少数意見を残した対話、合意できる条件の探索、試行期間付きの暫定合意などを組み合わせる、という観点を具体例とともに一貫して説明できているかを評価する。",,発展,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-275,面接,共通・汎用,知らないことを認める力,面接や議論で答えを知らない質問をされたとき、どう対応しますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「知らないことを認める力」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、知らない範囲を明確に認め、推測と事実を分け、確認方法と回答を補う期限を示す
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「知らないことを認める力」の論点を正確に捉え、知らない範囲を明確に認め、推測と事実を分け、確認方法と回答を補う期限を示す、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-276,面接,共通・汎用,撤退を決める基準,続けてきた計画を中止すべきだと判断する基準は何ですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「撤退を決める基準」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、目的への寄与、追加投入の効果、機会費用、安全性を基準にし、サンクコストから切り離して判断する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「撤退を決める基準」の論点を正確に捉え、目的への寄与、追加投入の効果、機会費用、安全性を基準にし、サンクコストから切り離して判断する、という観点を具体例とともに一貫して説明できているかを評価する。",,基礎,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-277,面接,共通・汎用,予算半減への対応,予定していた活動の予算が突然半分になったら、何を残し何を諦めますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「予算半減への対応」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、活動目的に直結する機能を守り、対象・規模・方法を絞り、削減理由を関係者へ透明に説明する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「予算半減への対応」の論点を正確に捉え、活動目的に直結する機能を守り、対象・規模・方法を絞り、削減理由を関係者へ透明に説明する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-278,面接,心理系,批判と人格の切り分け,厳しい批判を受けた際、内容と感情をどう切り分けて改善に生かしますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「批判と人格の切り分け」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、批判内容を事実・解釈・感情に分け、確認質問を行い、採用する改善点を具体的な行動へ落とす
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「批判と人格の切り分け」の論点を正確に捉え、批判内容を事実・解釈・感情に分け、確認質問を行い、採用する改善点を具体的な行動へ落とす、という観点を具体例とともに一貫して説明できているかを評価する。",,発展,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-279,面接,共通・汎用,異なる世代との協働,年齢や経験が大きく異なる人と協働する際に気をつけることは何ですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「異なる世代との協働」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、世代差を能力差と決めつけず、経験の背景を聞き、共通語彙・役割・連絡方法を合意する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「異なる世代との協働」の論点を正確に捉え、世代差を能力差と決めつけず、経験の背景を聞き、共通語彙・役割・連絡方法を合意する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-280,面接,共通・汎用,時間をかける価値,効率化せず、あえて時間をかけるべきことは何だと思いますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「時間をかける価値」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、信頼形成、熟考、技能習得、ケアなど、短縮すると質や安全が失われる過程を具体化する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「時間をかける価値」の論点を正確に捉え、信頼形成、熟考、技能習得、ケアなど、短縮すると質や安全が失われる過程を具体化する、という観点を具体例とともに一貫して説明できているかを評価する。",,基礎,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-281,面接,理工・自然科学系,技術が解決できない問題,あなたの志望分野でも技術だけでは解決できない課題を一つ挙げてください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「技術が解決できない問題」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、技術で扱える部分と、価値判断・制度・文化・当事者間の信頼が必要な部分を切り分ける
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「技術が解決できない問題」の論点を正確に捉え、技術で扱える部分と、価値判断・制度・文化・当事者間の信頼が必要な部分を切り分ける、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-282,面接,共通・汎用,学問の境界を越える,志望分野と一見無関係な学問から何を学びたいですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「学問の境界を越える」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、異分野の概念や方法が志望分野の盲点をどう補い、新しい問いや検証方法につながるか説明する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「学問の境界を越える」の論点を正確に捉え、異分野の概念や方法が志望分野の盲点をどう補い、新しい問いや検証方法につながるか説明する、という観点を具体例とともに一貫して説明できているかを評価する。",,発展,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-283,面接,国際・社会・地域系,地域外の視点,地域課題を解決する際、外部の人の視点をどう取り入れますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「地域外の視点」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、外部者の比較視点と地域住民の生活知を対等に扱い、共同調査と小規模実証で案を修正する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「地域外の視点」の論点を正確に捉え、外部者の比較視点と地域住民の生活知を対等に扱い、共同調査と小規模実証で案を修正する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-284,面接,教育・保育系,公平と平等の違い,公平と平等の違いを、学校生活の例を用いて説明してください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「公平と平等の違い」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、平等は同じ資源、公平は必要に応じた支援と定義し、目的・基準・説明可能性から学校例を評価する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「公平と平等の違い」の論点を正確に捉え、平等は同じ資源、公平は必要に応じた支援と定義し、目的・基準・説明可能性から学校例を評価する、という観点を具体例とともに一貫して説明できているかを評価する。",,基礎,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-285,面接,共通・汎用,数値化できない価値,数値で測りにくい価値を評価するには、どのような方法が必要ですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「数値化できない価値」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、物語的記録、当事者評価、観察、長期変化など複数の定性的証拠を組み合わせて判断する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「数値化できない価値」の論点を正確に捉え、物語的記録、当事者評価、観察、長期変化など複数の定性的証拠を組み合わせて判断する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-286,面接,法・政治・政策系,未来世代への責任,まだ生まれていない世代の利益を、現在の政策にどう反映すべきですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「未来世代への責任」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、将来影響の予測、不可逆性、世代間の負担配分を政策評価に入れ、定期的な見直しを約束する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「未来世代への責任」の論点を正確に捉え、将来影響の予測、不可逆性、世代間の負担配分を政策評価に入れ、定期的な見直しを約束する、という観点を具体例とともに一貫して説明できているかを評価する。",,発展,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-287,面接,共通・汎用,情報源の信頼性,相反する情報を見つけたとき、どちらを信頼するか判断する手順を説明してください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「情報源の信頼性」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、発信主体、一次情報、方法、更新日、利益相反、他資料との整合性を順に確認する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「情報源の信頼性」の論点を正確に捉え、発信主体、一次情報、方法、更新日、利益相反、他資料との整合性を順に確認する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-288,面接,理工・自然科学系,成功の再現可能性,あなたの成功経験は、別の環境でも再現できると思いますか。理由も述べてください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「成功の再現可能性」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、成功要因を自分の行動・周囲の支援・偶然・環境条件に分解し、別環境で再現する条件を示す
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「成功の再現可能性」の論点を正確に捉え、成功要因を自分の行動・周囲の支援・偶然・環境条件に分解し、別環境で再現する条件を示す、という観点を具体例とともに一貫して説明できているかを評価する。",,基礎,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-289,面接,共通・汎用,善意が害になる場合,善意の行動が相手を傷つけるのはどのような場合ですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「善意が害になる場合」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、相手の意思や状況を確認せず善意を押し付ける危険を示し、同意とフィードバックを重視する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「善意が害になる場合」の論点を正確に捉え、相手の意思や状況を確認せず善意を押し付ける危険を示し、同意とフィードバックを重視する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,採用側の本音を知れば就職面接は９割成功する.pdf (自己認識、改善行動、将来の成長可能性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-290,面接,共通・汎用,責任者不在のチーム,責任者が不在になったチームで、あなたは最初に何をしますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「責任者不在のチーム」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、安全と期限を確認し、暫定役割を合意し、情報を集約して正式な責任者への引継ぎを準備する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「責任者不在のチーム」の論点を正確に捉え、安全と期限を確認し、暫定役割を合意し、情報を集約して正式な責任者への引継ぎを準備する、という観点を具体例とともに一貫して説明できているかを評価する。",,発展,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-291,面接,共通・汎用,成果の分配,チーム成果への貢献度が異なる場合、評価や報酬をどう分けるべきですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「成果の分配」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、成果だけでなく役割の難度、投入時間、代替困難性、協働への寄与を事前合意した基準で評価する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「成果の分配」の論点を正確に捉え、成果だけでなく役割の難度、投入時間、代替困難性、協働への寄与を事前合意した基準で評価する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-292,面接,共通・汎用,秘密を守る限界,相談相手から秘密を守るよう頼まれても、共有すべき場合はありますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「秘密を守る限界」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、生命・安全・虐待・重大な違法行為の危険がある場合は、必要最小限の相手へ共有すると説明する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「秘密を守る限界」の論点を正確に捉え、生命・安全・虐待・重大な違法行為の危険がある場合は、必要最小限の相手へ共有すると説明する、という観点を具体例とともに一貫して説明できているかを評価する。",,基礎,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-293,面接,共通・汎用,変化しないことの価値,社会が変化する中でも、変えてはいけないものは何だと思いますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「変化しないことの価値」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、人権、尊厳、誠実さなど守る原則と、時代に合わせて変える手段を区別する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「変化しないことの価値」の論点を正確に捉え、人権、尊厳、誠実さなど守る原則と、時代に合わせて変える手段を区別する、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-294,面接,共通・汎用,不便を残す設計,便利にできても、あえて不便さを残すべきサービスや制度はありますか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「不便を残す設計」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、熟考、偶然の交流、自己決定、災害耐性など、不便さが生む価値と負担の均衡を検討する
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「不便を残す設計」の論点を正確に捉え、熟考、偶然の交流、自己決定、災害耐性など、不便さが生む価値と負担の均衡を検討する、という観点を具体例とともに一貫して説明できているかを評価する。",,発展,大学推薦入試 面接は2つだけ言えばいい！.pdf (想定外の問いから価値観・判断基準・人物像を確認する面接設計),NotebookLM（131資料・既存同期参照）
NLM-295,面接,共通・汎用,問いを立て直す力,問題の解き方ではなく、問いそのものを変えた経験を教えてください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「問いを立て直す力」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、前提と目的を問い直し、症状ではなく原因に焦点を移したことで選択肢が増えた過程を語る
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「問いを立て直す力」の論点を正確に捉え、前提と目的を問い直し、症状ではなく原因に焦点を移したことで選択肢が増えた過程を語る、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-296,面接,共通・汎用,偶然を学びに変える,予期しない出来事から新しい関心や学びが生まれた経験を教えてください。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「偶然を学びに変える」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、偶然の出来事を観察し、問いを立て、調査や行動へつなげて継続的な関心に変えた過程を示す
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「偶然を学びに変える」の論点を正確に捉え、偶然の出来事を観察し、問いを立て、調査や行動へつなげて継続的な関心に変えた過程を示す、という観点を具体例とともに一貫して説明できているかを評価する。",,基礎,ストーリーで攻略！STAR行動面接テクニック.pdf (状況・課題・行動・結果・学びを具体化して行動特性を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
NLM-297,面接,共通・汎用,権限と説明責任,大きな権限を持つ人ほど、どのような説明責任を負うべきですか。,その判断の根拠、別の選択肢、結果から得た学び、大学での応用まで説明してください。,"要点：
1. 「権限と説明責任」について、自分の立場または最初に取る行動を簡潔に示す
2. 核心となる評価観点として、権限の根拠、判断過程、影響、利益相反を公開し、異議申立てと検証を受ける責任を挙げる
3. 判断に影響する当事者、制約、反対意見を具体的に挙げる
4. 比較した別の選択肢と、それを採らなかった理由を説明する
5. 実行後に結果を確かめ、誤りがあれば修正する方法を示す
6. 高校での経験または想定場面を一つ用い、抽象論だけで終わらせない
7. この判断姿勢を大学での学修・研究・協働にどう生かすか述べる

採点ポイント：「権限と説明責任」の論点を正確に捉え、権限の根拠、判断過程、影響、利益相反を公開し、異議申立てと検証を受ける責任を挙げる、という観点を具体例とともに一貫して説明できているかを評価する。",,標準,大学職員面接回答事例集59.pdf (専門的な判断について根拠・限界・相手への説明力を確認する面接評価観点),NotebookLM（131資料・既存同期参照）
